date,state,latitude,longitude,temp_max,temp_min,temp_mean,temp_max_source,temp_min_source,temp_mean_source,precipitation,humidity,solar_radiation,data_source,temp_range,gdd,precipitation_7d_sum,heat_stress_days,et_proxy,water_availability_index,year,month,state_normalized,yield_proxy,temp_mean_main,precipitation_main,solar_radiation_main,soil_ph,Fpar,NDVI,Lai
2015-11-14,Chandigarh,29.05,76.08,30.53,17.05,,nasa_power,nasa_power,nasa_power,,47.45,12.92,nasa_power,13.48,,0.0,0,0.1292,,2015,11,Chandigarh,,,,,,,,
2015-11-15,Chandigarh,29.05,76.08,31.1,17.86,,nasa_power,nasa_power,nasa_power,,35.23,13.19,nasa_power,13.240000000000002,,0.0,0,0.1319,,2015,11,Chandigarh,,,,,,,,
2015-11-16,Chandigarh,29.05,76.08,29.47,16.19,,nasa_power,nasa_power,nasa_power,,36.05,13.12,nasa_power,13.279999999999998,,0.0,0,0.1311999999999999,,2015,11,Chandigarh,,,,,,,,
2015-11-17,Chandigarh,29.05,76.08,29.1,11.32,,nasa_power,nasa_power,nasa_power,,24.27,15.87,nasa_power,17.78,,0.0,0,0.1587,,2015,11,Chandigarh,,,,,,,,
2015-11-18,Chandigarh,29.05,76.08,28.78,11.09,,nasa_power,nasa_power,nasa_power,,25.02,14.86,nasa_power,17.69,,0.0,0,0.1486,,2015,11,Chandigarh,,,,,,,,
2015-11-19,Chandigarh,29.05,76.08,28.61,13.21,,nasa_power,nasa_power,nasa_power,,22.72,13.99,nasa_power,15.4,,0.0,0,0.1399,,2015,11,Chandigarh,,,,,,,,
2015-11-20,Chandigarh,29.05,76.08,28.92,14.58,,nasa_power,nasa_power,nasa_power,,23.53,13.79,nasa_power,14.340000000000002,,0.0,0,0.1379,,2015,11,Chandigarh,,,,,,,,
2015-11-21,Chandigarh,29.05,76.08,29.02,13.8,,nasa_power,nasa_power,nasa_power,,27.78,14.04,nasa_power,15.22,,0.0,0,0.1404,,2015,11,Chandigarh,,,,,,,,
2015-11-22,Chandigarh,29.05,76.08,28.98,13.04,,nasa_power,nasa_power,nasa_power,,25.93,13.35,nasa_power,15.94,,0.0,0,0.1335,,2015,11,Chandigarh,,,,,,,,
2015-11-23,Chandigarh,29.05,76.08,28.28,14.38,,nasa_power,nasa_power,nasa_power,,25.0,12.55,nasa_power,13.9,,0.0,0,0.1255,,2015,11,Chandigarh,,,,,,,,
